,airline_sentiment,name,text,tweet_created,tweet_location,user_timezone,hashtags,tags
11719,negative,GainesJohnson,usairways called 12 times last three days thats unacceptable im willing wait hold thats option,17/02/15 13:38,"Charlottesville, Virginia",Central Time (US & Canada),[],['usairways']
11720,positive,Logunov_Daniil,usairways amazing best follow please follow back,17/02/15 13:38,"Russia, Россия",Abu Dhabi,[],['usairways']
11721,negative,FranklySpeakn,usairways ive hold 2 hours need rebook flight please help,17/02/15 13:37,NJ,Eastern Time (US & Canada),[],['usairways']
11722,negative,benjaminspear,usairways 9º us left coats luggage anticipation cramped overhead bins,17/02/15 13:35,"Boston, MA",Quito,[],['usairways']
11723,negative,DropMeAnywhere,usairways im traveling around world end year 800 numbers good,17/02/15 13:29,"Here, There and Everywhere",Arizona,[],['usairways']
11724,negative,DaintyKenyan,usairways dont know ive tried call confirmation calls arent going thru let know,17/02/15 13:24,"Research Triangle Park, N.C.",Quito,[],['usairways']
11725,negative,rkasold,usairways get free wifi since flight 1808 cancelled flightled,17/02/15 13:14,,Eastern Time (US & Canada),[],['usairways']
11726,negative,bennymarkow,usairways rebooked sucked big time crappy layover customer service subpar,17/02/15 13:10,,,[],['usairways']
11727,positive,Brandy_Fisher,usairways sending thanks employee freddie phl admiral club east allowing give day pass sibling stuck today,17/02/15 13:09,Miss California United States,Eastern Time (US & Canada),[],['usairways']
11728,negative,BobbiSue,usairways done sadly flight clt gotten ind today head back tampa tmrw,17/02/15 13:05,Tampa,Eastern Time (US & Canada),[],['usairways']
11729,negative,mttdprkr,usairways holding 30 min listening shitty ads repeat credit make hate airline even delta better,17/02/15 13:03,"Vancouver, WA",Pacific Time (US & Canada),[],"['usairways', 'delta']"
11730,negative,robgpaul,usairways would way wether delayed yet love charlotte ice storm good luck mad customers,17/02/15 13:01,,Eastern Time (US & Canada),[],['usairways']
11731,negative,laurastarbeth,usairways please staff flights approproately entire flight delayed fa isnt shouldnt left delta,17/02/15 13:00,Boston,Eastern Time (US & Canada),[],['usairways']
11732,negative,Whooeeeee,usairways tooooo many cancelled flightations chain command hates,17/02/15 12:59,All Over the Damn Place,Atlantic Time (Canada),[],['usairways']
11733,negative,ashleyapaine,usairways cancelled flightled flights refused give voucher despite flights 2days usairways neveragain,17/02/15 12:58,,,['neveragain'],"['usairways', 'usairways']"
11734,negative,jdpletnick,usairways think staying w airline rescheduling flight shouldnt absorb fee cost 12 flight,17/02/15 12:57,"Newtown, Pa",Quito,[],['usairways']
11735,positive,Lucifer_20,usairways thats u guys 1 choice,17/02/15 12:52,,Eastern Time (US & Canada),['1'],['usairways']
11736,positive,NaomiSheltonDC,usairways thanks,17/02/15 12:50,,Eastern Time (US & Canada),[],['usairways']
11737,negative,michael_lepp,usairways im cool weather delays etc lying deceiving passengers keep changing reprehensible yousuck,17/02/15 12:47,"Charlotte, North Carolina",Quito,['yousuck'],['usairways']
11738,negative,TGRunningLady,usairways want get home wednesday joke 50hrs cancelled flightlations delays enough,17/02/15 12:44,,,[],['usairways']
11739,positive,zachupton,usairways drink voucher next flight winkwink,17/02/15 12:42,Beavercreek Ohio,,['winkwink'],['usairways']
11740,positive,Champa24,usairways nice touch using first name intimate ill filing claim soon reimbursed us airways day,17/02/15 12:36,,,[],['usairways']
11741,negative,jjsimonCNN,usairways airline embarrassing get bad weather isnt fault response couldnt worse,17/02/15 12:32,"Washington, DC, USA",Eastern Time (US & Canada),[],['usairways']
11742,negative,bradlerner,usairways updates flight 5202 orf phl one gate,17/02/15 12:28,Virginia Beach,,[],['usairways']
11743,negative,shoobe01,usairways yes works firefox everything finish purchase button turns gray never submits couple weeks,17/02/15 12:28,"Mission, Kansas",,[],['usairways']
11744,negative,rkasold,usairways 25 hours late flightr flight cancelled flightled got ta work internal communication skills,17/02/15 12:24,,Eastern Time (US & Canada),[],['usairways']
11745,negative,33rdn8th,usairways horrible experience flying montego bay philadelphia 211 125 2check golf bag constant selling inflight,17/02/15 12:24,,,[],['usairways']
11746,negative,shipge,usairways told gates open ord needed wait 20mins still waiting 4 mins,17/02/15 12:23,Chicago,Central Time (US & Canada),"['ord,']",['usairways']
11747,negative,rkasold,usairways 322 sign boarding please get another update,17/02/15 12:22,,Eastern Time (US & Canada),[],['usairways']
11748,negative,mikemayo1428,usairways still cant get real person phone book flight ready go jetblue since care usairwayssucks,17/02/15 12:22,"Portland, ME",Atlantic Time (Canada),"['jetblue', 'usairwayssucks']",['usairways']
11749,positive,DAngel082,usairways missing flight reflight booking problems 2x walked onto another flight phone still seat,17/02/15 12:20,New York,,[],['usairways']
11750,negative,DomaineD1997,usairways great job communicating passengers flight 1855 doesnt exist anymore,17/02/15 12:14,NC,,[],['usairways']
11751,positive,mdejock,usairways thanks travis phl east checkin knowing baggage policies skis boots count 1 teach mgr didnt know,17/02/15 12:12,,,[],['usairways']
11752,negative,benjaminspear,usairways thx responding bags came mad rush towards end jetwaywhy put thru baggage claim,17/02/15 12:11,"Boston, MA",Quito,[],['usairways']
11753,negative,mattgarcia901,usairways americanair usaa flight 4443we arrived dca 212 waiting gate 33for apx hr update,17/02/15 12:10,"Washington, DC",Central Time (US & Canada),[],"['usairways', 'americanair']"
11754,negative,dosydoh,usairways agent reservations contact instead asking waste time sitting phone hours,17/02/15 12:08,,Pacific Time (US & Canada),[],['usairways']
11755,negative,dosydoh,usairways believe keeping customers happy especially mistake made part,17/02/15 12:08,,Pacific Time (US & Canada),[],['usairways']
11756,neutral,DropMeAnywhere,usairways would love combine aa usair accts unfortunately one middle name one middle initial wont allow change,17/02/15 12:06,"Here, There and Everywhere",Arizona,[],['usairways']
11757,negative,mattt1312,usairways rep 10 min said couldnt help transferred dividend miles customer service,17/02/15 12:06,,Quito,[],['usairways']
11758,positive,davidniu7,usairways right away,17/02/15 12:06,"Philadelphia, PA",Quito,[],['usairways']
11759,negative,mikemayo1428,usairways customer service stinks trying book flight hours keep getting hung usairwayssucks,17/02/15 12:04,"Portland, ME",Atlantic Time (Canada),['usairwayssucks'],['usairways']
11760,neutral,htmella,usairways please please please let plane back gate get miss connection due clt closing 2034,17/02/15 12:03,"Washington, DC",Quito,[],['usairways']
11761,negative,mattgarcia901,usairways weve flight 4443 sitting tarmac dca waiting gate use another gate,17/02/15 12:03,"Washington, DC",Central Time (US & Canada),[],['usairways']
11762,negative,DomaineD1997,usairways hope flight 1855 delayed flight attendant didnt come work nobackup,17/02/15 12:02,NC,,['nobackup'],['usairways']
11763,negative,CGrescueswimmer,usairways made us miss flight first class cant even enter admirals club happy dm fix,17/02/15 12:01,"St. Louis, MO",Central Time (US & Canada),[],['usairways']
11764,negative,amorris1116,usairways please dm flight delayed going clt force miss connection lga 1005pm,17/02/15 11:54,,,[],['usairways']
11765,negative,_JoeChuck,usairways hold 2 hours know keep money,17/02/15 11:44,CT to Queens ,Eastern Time (US & Canada),[],['usairways']
11766,negative,jdpletnick,usairways charging 200 2 change flight rip reason 2 hands want 2 reschedule flight july,17/02/15 11:43,"Newtown, Pa",Quito,[],['usairways']
11767,negative,rkasold,usairways flight 1808 leaving 245 havent even begun board yet please update website asap,17/02/15 11:35,,Eastern Time (US & Canada),[],['usairways']
11768,negative,j_husucks,usairways jack_kairys 22 another sent wrong lineoh kiosks werent working thanks,17/02/15 11:33,,,['thanks'],"['usairways', 'jack_kairys']"
11769,negative,j_husucks,usairways also employees less helpful jack_kairys checking bag two left desks completely 12,17/02/15 11:32,,,[],"['usairways', 'jack_kairys']"
11770,negative,rkasold,usairways phone number gate gave doesnt work either customer service phone number,17/02/15 11:32,,Eastern Time (US & Canada),[],['usairways']
11771,neutral,JenniesMagic,usairways done,17/02/15 11:31,,Eastern Time (US & Canada),[],['usairways']
11772,negative,j_husucks,usairways jack_kairys site clearly explains allowed carry allowed pit bos make sense,17/02/15 11:31,,,[],"['usairways', 'jack_kairys']"
11773,negative,izzyflan,usairways never life dealt poor customer service irresponsible staff lack care lgaiah day 2 baggage nc,17/02/15 11:29,,,[],['usairways']
11774,negative,Dazoulai,usairways thks 4 tip seems like workaround rather customerfriendly solution easily accessible email,17/02/15 11:24,,,[],['usairways']
11775,neutral,zachupton,usairways unfortunately think watched take bus rebooked late flightr flight planestrainsandautomobiles,17/02/15 11:21,Beavercreek Ohio,,['planestrainsandautomobiles'],['usairways']
11776,neutral,DaintyKenyan,usairways supposed flight 1861 charlotte rdu 820pm yesterday flight scheduled departure tonight,17/02/15 11:17,"Research Triangle Park, N.C.",Quito,[],"['usairways', '']"
11777,positive,erickofiejones,usairways thank much stressful day,17/02/15 11:13,,Eastern Time (US & Canada),[],['usairways']
11778,negative,liquidfox1,usairways future better harsh weather preparedness plan much staff called everything snowballed,17/02/15 11:13,This is an AD account. 18+,,[],['usairways']
11779,negative,shoobe01,usairways couldwanted call wouldnt use internet make reservation site wont work chrome several computers,17/02/15 11:10,"Mission, Kansas",,[],['usairways']
11780,neutral,Eagles_SAB,usairways darn first line upgrade wish understood policy,17/02/15 11:09,"Philadelphia, PA",Central Time (US & Canada),[],['usairways']
11781,negative,MsAmanRm103,usairways waiting luggage flight 1923 delay,17/02/15 11:09,"Detroit, MI",,[],['usairways']
11782,negative,rkasold,usairways please update website current flight status update customer service phone google thx,17/02/15 11:04,,Eastern Time (US & Canada),[''],"['usairways', 'google']"
11783,negative,GainesJohnson,usairways flight booking problems flight using credit previously cancelled flightled flight cant get thru phone cant book online help please,17/02/15 11:03,"Charlottesville, Virginia",Central Time (US & Canada),[],['usairways']
11784,positive,TreyWheelerCEO,usairways absolutely staff amazing,17/02/15 11:02,"Lima, OH",Eastern Time (US & Canada),[],['usairways']
11785,negative,kpbball41,usairways horrendous pull shit together,17/02/15 11:01,"Boston, MA",Quito,[],['usairways']
11786,positive,htmella,usairways haha indeed great day,17/02/15 11:00,"Washington, DC",Quito,[],['usairways']
11787,negative,simuLate Flightthis,usairways want money back sitting runway 2 hour delay waiting baggage begin loading,17/02/15 10:57,Queens,Quito,[],['usairways']
11788,negative,HelloKansas,usairways gate agent gon na tell flight time 5 minutes past departure time previous flights plane,17/02/15 10:56,"Nashville, TN",Eastern Time (US & Canada),[],['usairways']
11789,negative,afioto,usairways aforementioned pilot americanair sure want merge patron hitting hoodlums,17/02/15 10:55,,Central Time (US & Canada),[],"['usairways', 'americanair']"
11790,neutral,DAngel082,usairways flight 3729but left phone plane shuttle,17/02/15 10:55,New York,,['3729...but'],['usairways']
11791,positive,KristinKlutz,usairways thank tried said didnt anywhere else try,17/02/15 10:50,,,[],['usairways']
11792,negative,BlessedEpiphany,usairways americanair best u could doi might get refund within 2 billing cycles months u guys asking another chance im done,17/02/15 10:49,"Dallas, TX by way of Tampa, FL",America/Chicago,[],"['usairways', 'americanair']"
11793,negative,BlessedEpiphany,usairways americanair 4 days cancelled flightations driven 3 airports 3 different states spent gas flight,17/02/15 10:47,"Dallas, TX by way of Tampa, FL",America/Chicago,[],"['usairways', 'americanair']"
11794,negative,Jack_Kairys,usairways whole team able put carry ons plane,17/02/15 10:43,,,[],['usairways']
11795,positive,themadhacker13,usairways customer service finest,17/02/15 10:42,East Coast,Eastern Time (US & Canada),[],['usairways']
11796,negative,Dazoulai,usairways speciifc email 1500 character limit complaints aaus customer complaints adopting twitter model,17/02/15 10:40,,,[],['usairways']
11797,neutral,zachupton,usairways please hold 3923 see cant get first plane quick enough,17/02/15 10:36,Beavercreek Ohio,,[],['usairways']
11798,negative,zachupton,usairways please hogs next flight im waiting bus get one plane run leaves two min,17/02/15 10:36,Beavercreek Ohio,,[],['usairways']
11799,positive,lauras_music,usairways fabulous thank much looking forward taking skies,17/02/15 10:34,Ohio,Eastern Time (US & Canada),[],['usairways']
11800,negative,ElaineLibrarian,usairways r rebooked got conflicting info abt baggage extra plane batteries hand comped admirals club 9 hr wait,17/02/15 10:34,"Albany, NY",Central Time (US & Canada),[],[]
11801,negative,tamajared,usairways dont tell tell actually reach someone dont mind put hold wont even,17/02/15 10:33,DC / MIA,Quito,[],['usairways']
11802,negative,erickofiejones,usairways missed funeral take train back newark,17/02/15 10:30,,Eastern Time (US & Canada),[],['usairways']
11803,neutral,ewenmilligan,usairways baggage allowance flights glasgow us thanks,17/02/15 10:28,"Fife, Dunfermline",London,[],['usairways']
11804,negative,_JoeChuck,usairways americanair joke company today reminded never book,17/02/15 10:23,CT to Queens ,Eastern Time (US & Canada),[],"['usairways', 'americanair']"
11805,positive,TreyWheelerCEO,usairways exceptional service flight 403 ind phx,17/02/15 10:22,"Lima, OH",Eastern Time (US & Canada),['403'],['usairways']
11806,negative,sampleonephl,usairways nice take flight level consistency service flight attendants quality control,17/02/15 10:14,NYC,Central Time (US & Canada),[],['usairways']
11807,negative,cnichols9,usairways travelling pwm atl sunday flight got cancelled flightled new flight cancelled flightled got disconnected reflight booking problems,17/02/15 10:09,Georgia,,[],['usairways']
11808,negative,jameypricephoto,usairways believe seriousness whats acceptable time expense name wasnt fault,17/02/15 10:08,,Eastern Time (US & Canada),[],['usairways']
11809,negative,ALHphoto,usairways cust serv reps unable change reservations system check unaware cancelled flights got word night,17/02/15 10:01,"Raleigh,NC",Atlantic Time (Canada),[],['usairways']
11810,neutral,JKrace45,usairways way could hold flight 628 clt husband stuck security check line flight scheduled 1pm,17/02/15 10:00,,,[],['usairways']
11811,negative,ALHphoto,usairways issues people r nice storm emails wrong phone numbers auto rebooked flights non connecting cities,17/02/15 9:58,"Raleigh,NC",Atlantic Time (Canada),[],['usairways']
11812,negative,Kyle_Clarke528,usairways missing reservations due cancelled flightled flight make right giving first class tomorrow make customers happy,17/02/15 9:51,"Worthington, Ohio",Central Time (US & Canada),[],['usairways']
11813,negative,itsjustdoc,usairways consolation bags somewhere else real impediment going different vacation,17/02/15 9:50,Ohio,Quito,[],['usairways']
11814,negative,Champa24,usairways tips getting hotel airline wont get us even though told wed make flight,17/02/15 9:46,,,[],['usairways']
11815,neutral,KristinKlutz,usairways left sons duke hat flight 1761 last night says mason back way locating thanks advance,17/02/15 9:38,,,['1761'],['usairways']
11816,neutral,bradleycfox,usairways known traveler transfer americanair check t24 aa elite get choice seats,17/02/15 9:37,"Seattle, WA / 36,000 feet",Pacific Time (US & Canada),[],"['usairways', 'americanair']"
11817,negative,TaiScott11,usairways booked flight yesterday didnt receive email confirmation dividends number isnt registering please help,17/02/15 9:33,,,[],['usairways']
11818,positive,mnardini1,usairways crew keeping safety top mind clt,17/02/15 9:29,DC,Eastern Time (US & Canada),['crew'],['usairways']
11819,negative,cristalyze,usairways seats together fees seems im taking 5am flight least wave 10,17/02/15 9:25,"Washington, DC",Eastern Time (US & Canada),[],['usairways']
11820,neutral,lauras_music,usairways im researching flight noticed small issue wclass service site sites could reservations help,17/02/15 9:25,Ohio,Eastern Time (US & Canada),[],['usairways']
11821,negative,erickofiejones,usairways need someone management contact flying funeral wont make add pain want 2 pay,17/02/15 9:22,,Eastern Time (US & Canada),[],['usairways']
11822,negative,erickofiejones,usairways contaced eyewitness news ripoff cancelled flighted want pay,17/02/15 9:20,,Eastern Time (US & Canada),[],['usairways']
11823,neutral,portugrad,usairways change without penalty call customer service,17/02/15 9:19,Chicagoland Area,Central Time (US & Canada),[],['usairways']
11824,negative,Jamayka,usairways call says yall busy call back late flightr terrible customer service,17/02/15 9:18,"Austin, TX",Central Time (US & Canada),[],['usairways']
11825,negative,erickofiejones,usairways charged flight cancelled flightled unbelievable unheard,17/02/15 9:18,,Eastern Time (US & Canada),[],['usairways']
11826,negative,erickofiejones,usairways completely ripped us airways today never fly airline contacting local news,17/02/15 9:17,,Eastern Time (US & Canada),[],['usairways']
11827,negative,portugrad,usairways cant believe would refer number one seems getting really need help asap,17/02/15 9:17,Chicagoland Area,Central Time (US & Canada),[],['usairways']
11828,negative,indystevens,usairways hundreds people line less half desks manned clt help,17/02/15 9:17,,Quito,[],['usairways']
11829,negative,Dazoulai,usairways contact email customer complaints,17/02/15 9:16,,,[],['usairways']
11830,negative,simuLate Flightthis,usairways probably going miss connection charlotte drive home funeral,17/02/15 9:13,Queens,Quito,[],['usairways']
11831,negative,simuLate Flightthis,usairways flight 2069 jfk charlotte 3750 charlotte birmingham 2 previous flights hsv cancelled flightled,17/02/15 9:13,Queens,Quito,[],['usairways']
11832,negative,ceowens5,usairways still crickets customer service,17/02/15 9:10,"Seattle, WA",,[],['usairways']
11833,neutral,JasonPlizga,usairways flight 3900 fro orf phl,17/02/15 9:08,,,['3900'],['usairways']
11834,negative,AndreybohdanY,usairways excuse poor website flight booking problems options yearly vacation fall ubetter smth,17/02/15 9:08,,,[],['usairways']
11835,negative,tamajared,usairways phone line disconnects queue answered phone line simply disconnects call,17/02/15 9:08,DC / MIA,Quito,[],['usairways']
11836,negative,Kyle_Clarke528,usairways want bump seet first class two cancelled flightlations 24hrs joke,17/02/15 9:05,"Worthington, Ohio",Central Time (US & Canada),[],['usairways']
11837,negative,DAngel082,usairways arrive plane im sitting needs take offwish someone would tell us holdup,17/02/15 9:02,New York,,[],['usairways']
11838,negative,TullamoreEims,usairways dating back nov sent back forth edreams_en disgrace,17/02/15 9:00,Dublin Raised | Brooklyn Based,Dublin,[],"['usairways', 'edreams_en.']"
11839,positive,ShiningLghtPE,usairways hoping voucher future flight optimistic,17/02/15 9:00,"Pittsburgh, Pa",Eastern Time (US & Canada),['optimistic'],['usairways']
11840,negative,itsjustdoc,usairways didnt even leave airport sent 2 bags philadelphia,17/02/15 8:58,Ohio,Quito,[],['usairways']
11841,negative,portugrad,usairways thanks info trying 24hrs luck flight dep today need 2 change 2 tomorrow thursday,17/02/15 8:58,Chicagoland Area,Central Time (US & Canada),[],['usairways']
11842,negative,Jamayka,usairways tried twice today hold 30 min time things cant live hold dealing w customer serv failures,17/02/15 8:57,"Austin, TX",Central Time (US & Canada),[],['usairways']
11843,negative,itsjustdoc,usairways warm weather hubs means mexico us cant go anywhere else since lost bags hope attempt rectify,17/02/15 8:56,Ohio,Quito,[],['usairways']
11844,negative,LucyALloyd,usairways kidding oy,17/02/15 8:56,Downers Grove,Central Time (US & Canada),[],['usairways']
11845,positive,imayfan,usairways thanks,17/02/15 8:56,,Eastern Time (US & Canada),[],['usairways']
11846,negative,itsjustdoc,usairways thank blowing vacation couldnt get anywhere today make reservation also lost 2 bags mine,17/02/15 8:55,Ohio,Quito,[],['usairways']
11847,negative,AlexRolek,usairways trying talk dividend miles rep 2 days holding 2 hours day options,17/02/15 8:54,"San Diego, CA",,[],['usairways']
11848,negative,laura_crom,usairways still says time website btw,17/02/15 8:54,boston,Quito,[],['usairways']
11849,negative,TheTaxDiva,usairways customer service horrible,17/02/15 8:53,MiamiHoustonDCHouston,Central Time (US & Canada),[],['usairways']
11850,negative,TheTaxDiva,usairways expect something telling see agent rebook flight,17/02/15 8:53,MiamiHoustonDCHouston,Central Time (US & Canada),[],['usairways']
11851,negative,TheTaxDiva,usairways ability switch flight americanair tell bags,17/02/15 8:52,MiamiHoustonDCHouston,Central Time (US & Canada),[],"['usairways', 'americanair']"
11852,negative,TheTaxDiva,usairways disaster sitting runway bring plane back gate smh,17/02/15 8:52,MiamiHoustonDCHouston,Central Time (US & Canada),[],['usairways']
11853,negative,Champa24,usairways havent weve line service desk 1hr 12 spot,17/02/15 8:51,,,[],['usairways']
11854,neutral,laura_crom,usairways website boards logan said time went security got gate 2,17/02/15 8:51,boston,Quito,[],['usairways']
11855,negative,laura_crom,usairways got 2 5 flight bos charlotte found cancelled flightled got gate 1,17/02/15 8:49,boston,Quito,[],['usairways']
11856,positive,northerninsgr,usairways please give tara g pat back praise helpful phl member lounge,17/02/15 8:49,Maine,,[],['usairways']
11857,positive,DAngel082,usairways thanks hope get destination,17/02/15 8:47,New York,,[],['usairways']
11858,negative,DAngel082,usairways well 1145am got email 11am flight delayedthats right,17/02/15 8:45,New York,,[],['usairways']
11859,negative,JasonPlizga,usairways soon possible boarded plane 1st time 630 1130 im still started,17/02/15 8:44,,,[],['usairways']
11860,negative,crshipferling,usairways chairmans phone number use,17/02/15 8:43,"ÜT: 35.029717,-80.9659",,[],['usairways']
11861,negative,TheTaxDiva,usairways americanair make spirit look like gem air travel havent handle winter storm well,17/02/15 8:41,MiamiHoustonDCHouston,Central Time (US & Canada),[],"['usairways', 'americanair']"
11862,positive,Forsyth_Factor,usairways thanks reply hoping everything cleared charlotte monday,17/02/15 8:40,Anderson,Indiana (East),[],['usairways']
11863,negative,jameypricephoto,usairways takes month,17/02/15 8:40,,Eastern Time (US & Canada),[],['usairways']
11864,negative,juliadavis,yes filed report atlanta bags charlotte nc 24 hours late flightr still cant find luggage usairways,17/02/15 8:40,"Atlanta, Georgia",Eastern Time (US & Canada),[],['usairways']
11865,negative,Jack_Kairys,usairways supposed carry pittsburgh coming boston carry,17/02/15 8:39,,,[],['usairways']
11866,neutral,TullamoreEims,usairways need contact asap furious,17/02/15 8:39,Dublin Raised | Brooklyn Based,Dublin,['furious'],['usairways']
11867,negative,DAngel082,usairways cant even get hold wait speak someoneawesome,17/02/15 8:35,New York,,[],['usairways']
11868,negative,CharNewsJunkie,usairways almost 4 hours coin understand higher call volume unacceptable,17/02/15 8:28,"Charlotte, North Carolina",Eastern Time (US & Canada),[],['usairways']
11869,negative,LucyALloyd,usairways cancelled flighted sm response slow,17/02/15 8:27,Downers Grove,Central Time (US & Canada),[],['usairways']
11870,negative,DaFuente,usairways ive flight cancelled flightled twice 5 minutes automated questions phone goes busy signal help,17/02/15 8:26,"Atlanta, GA",Eastern Time (US & Canada),[],['usairways']
11871,negative,Champa24,usairways great job today ruining 45 peoples vacation thanks incompetent pilot staff missed flights,17/02/15 8:15,,,[],['usairways']
11872,negative,Jack_Kairys,usairways service awful boston pay 25 extra dollars supposed dissatisfied mad,17/02/15 8:11,,,['mad'],['usairways']
11873,negative,sankeshw,usairways 2pm flight fll phl connection man however delays might miss go earlier,17/02/15 7:50,"North West, UK",Casablanca,[],['usairways']
11874,negative,CharNewsJunkie,usairways hold gold reservations line 3 hours flight cancelled flightled trying rebook,17/02/15 7:40,"Charlotte, North Carolina",Eastern Time (US & Canada),[],['usairways']
11875,negative,MarkKersten,usairways choice pay another 50 go airport hopes treated better rep,17/02/15 6:52,"London, UK",Quito,[],[]
11876,negative,DonnyYardas,usairways reservations hold 2 hours hang upsmh,17/02/15 5:38,Somewhere Creating,Eastern Time (US & Canada),[],['usairways']
11877,negative,sevnthstar,usairways americanair r u supposed change flights u cant get thru reservations onehouronhold,17/02/15 5:04,often underwater,Pacific Time (US & Canada),['onehouronhold'],"['usairways', 'americanair']"
11878,neutral,ashenfaced,usairways hows us 1797 looking today,17/02/15 3:14,Brighton,,[],['usairways']
11879,negative,SweeLoTmac,americanair would even consider continuing point program received perks continued bad customer service senseless,24/02/15 11:44,,Quito,['senseless'],['americanair']
11880,neutral,LancasterPattie,americanair weve already made arrangements,24/02/15 11:43,,,[],['americanair']
11881,negative,ELLLORRAC,americanair thanks getting back find airlines future,24/02/15 11:43,,Central Time (US & Canada),[],['americanair']
11882,negative,SweeLoTmac,americanair would pay 200 reactivate points useful certain flights arent even worth 200,24/02/15 11:43,,Quito,[],['americanair']
11883,negative,LauraMolito,americanair stranded 24 hours mia patrick casimir aa staff apologize great inconvenience unreal,24/02/15 11:41,"New York, NY",Atlantic Time (Canada),['unreal'],['americanair']
11884,negative,barbararwill,americanair thanks said denied miles expired one week ago last drop plan avoid aa possible,24/02/15 11:40,Mexico City,,[],['americanair']
11885,negative,Bossman1908,americanair sorry late flight responded dm,24/02/15 11:40,Liverpool,,[],['americanair']
11886,positive,bharris77,americanair believe understand flight 2955 originally booked sunday flight cancelled flighted rescheduled today,24/02/15 11:40,"Frisco, Texas",Central Time (US & Canada),['2955.'],['americanair']
11887,negative,TheTPVshow,americanair aa employees rude unwilling help 10000 miles rotten cherry top dog shit sunday nocareforcustomers,24/02/15 11:38,MN,Central Time (US & Canada),['nocareforcustomers'],['americanair']
11888,negative,banderson_1978,americanair mold flight us3825 filthyplane hopeidonotgetsick,24/02/15 11:38,"Albany, NY",,"['filthyplane', 'hopeidonotgetsick']",['americanair']
11889,neutral,gjeaviation,americanair 767 seconds touchdown madrid airport april 2013 avgeek,24/02/15 11:37,"Worcester, UK",London,['avgeek'],['americanair']
11890,negative,TheTPVshow,americanair slept miami airport due mechanical issues given 10000 bonus miles try make right slapintheface,24/02/15 11:37,MN,Central Time (US & Canada),['slapintheface'],['americanair']
11891,neutral,sammy575,americanair new 945 time confirmed may get cancelled flightled traveling kids need certain thx,24/02/15 11:37,New York,Eastern Time (US & Canada),[],['americanair']
11892,negative,HollyKinnamon,americanair 1hr 46 min cost flight change 788 188 2hrs ago bf drop call cancelled flighted flight asked 4 refund,24/02/15 11:36,"Washington, DC",Quito,[],['americanair']
11893,negative,CathiKingWarren,americanair frustratingit paid get refund,24/02/15 11:36,"San Antonio, Republic of Texas",,[],['americanair']
11894,neutral,penyu1818,americanair dm locator code thanks,24/02/15 11:32,,,[],['americanair']
11895,positive,jamucsb,americanair thank,24/02/15 11:32,"Los Angeles, CA",Pacific Time (US & Canada),[],['americanair']
11896,negative,TheOnlyJasonS,americanair sure hope fix usairways good luck service sucks nexttimeiwillflysouthwest,24/02/15 11:32,,,['nexttimeiwillflysouthwest'],"['americanair', 'usairways.']"
11897,negative,drhavoc,americanair thanks fresh food cross country flight making connection close time eat tpadfwlax,24/02/15 11:31,Tampa Bay,Eastern Time (US & Canada),[],['americanair']
11898,neutral,Chandrafaythe,americanair flight got cancelled flightled grk dfw lex tomorrow need rebooked,24/02/15 11:31,,Quito,[],['americanair']
11899,neutral,AesaGaming,americanair sort live chat feature uk right call would cost us alot,24/02/15 11:29,,,[],['americanair']
11900,negative,ImBillNichols,americanair planes made miss 2 connections 2 days thanks nothing,24/02/15 11:29,,Quito,[],['americanair']
11901,negative,coquichick,americanair purchased main cabin xt f1571aus flight cancelled flightled rescheduled 1600 regular seats credit,24/02/15 11:26,Puerto Rico,Atlantic Time (Canada),[],['americanair']
11902,neutral,trentgillaspie,americanair disappointed flight booking problems process addl fees sit together crowded flight impressed far,24/02/15 11:24,"Austin, but often Denver",Mountain Time (US & Canada),[],[]
11903,positive,JohnMHaaland,americanair thanks,24/02/15 11:20,New York Tri-State,Eastern Time (US & Canada),[],['americanair']
11904,negative,PBSamson,americanair thx responding cant watch 2 mins film wout cutting 4 prolonged prds time beyond frustrating,24/02/15 11:19,"Los Angeles, CA",Pacific Time (US & Canada),[],['americanair']
11905,neutral,FinEdChat,americanair,24/02/15 11:19,"Cincinnati, Ohio",Atlantic Time (Canada),[],['americanair']
11906,negative,skgiffard,americanair connect person without wait 2 hours hold still havent able resolve problem,24/02/15 11:17,"Boston, MA",Eastern Time (US & Canada),[],[]
11907,negative,JoBarredaV,americanair r u serious 304min delay americanairlines aa2444 ohio dallas missed connecting flight,24/02/15 11:17,Mexico City,Central Time (US & Canada),"['delay', 'americanairlines', 'aa2444', 'ohio', 'dallas']",['americanair']
11908,negative,LancasterPattie,americanair jumping gun cancelled flighting flights couldve made snow cancelled flightlations ridiculous,24/02/15 11:15,,,[],['americanair']
11909,positive,dcathomedad,americanair might look wife travels much could use membership,24/02/15 11:12,DC to STL ,,[],['americanair']
11910,neutral,pokecrastinator,americanair thank,24/02/15 11:12,United States,Mountain Time (US & Canada),[],['americanair']
11911,neutral,Qwhocooks,americanair happens combine top chef beauty san miguel de allende late flightst food blog,24/02/15 11:12,Chicago,Eastern Time (US & Canada),[],['americanair']
11912,positive,COVRTER,americanair great thanks followed,24/02/15 11:10,"SF, CA",Central Time (US & Canada),[],['americanair']
11913,positive,Mtts28,americanair exactly ill flying aa dulles_airport dallas airline trust,24/02/15 11:08,Virginia,Eastern Time (US & Canada),[],"['americanair', 'dulles_airport']"
